"NKE","ADDYY","UA","Dates","date"
97.962257,157.394028,19.549999,"2019-12-26",2019-12-26
98.79879,158.442032,19.25,"2019-12-27",2019-12-27
98.049797,157.452255,18.99,"2019-12-30",2019-12-30
98.545868,157.976273,19.18,"2019-12-31",2019-12-31
99.411613,158.490555,19.24,"2020-01-02",2020-01-02
99.139244,157.850113,19.27,"2020-01-03",2020-01-03
99.051704,158.121811,18.370001,"2020-01-06",2020-01-06
99.003059,159.6259,18.59,"2020-01-07",2020-01-07
98.779343,163.808182,18.16,"2020-01-08",2020-01-08
98.711243,167.466476,17.780001,"2020-01-09",2020-01-09
98.147064,166.389374,17.77,"2020-01-10",2020-01-10
99.372696,167.874039,18.040001,"2020-01-13",2020-01-13
100.111954,169.21315,18.76,"2020-01-14",2020-01-14
99.985504,171.03743,18.9,"2020-01-15",2020-01-15
100.54969,170.552261,19.02,"2020-01-16",2020-01-16
101.678032,167.815811,18.370001,"2020-01-17",2020-01-17
101.726669,167.776993,18.09,"2020-01-21",2020-01-21
101.639114,169.329605,18.309999,"2020-01-22",2020-01-22
100.209229,167.485901,18.780001,"2020-01-23",2020-01-23
99.246246,166.14679,18.610001,"2020-01-24",2020-01-24
97.505089,160.373077,18.450001,"2020-01-27",2020-01-27
97.670441,161.168777,18.68,"2020-01-28",2020-01-28
97.115982,157.704559,18.68,"2020-01-29",2020-01-29
95.511017,157.68515,18.549999,"2020-01-30",2020-01-30
93.672585,153.47374,17.959999,"2020-01-31",2020-01-31
96.561546,153.027374,17.98,"2020-02-03",2020-02-03
98.613968,156.501297,18.42,"2020-02-04",2020-02-04
97.79689,155.608551,18.5,"2020-02-05",2020-02-05
97.534256,154.541153,18.4,"2020-02-06",2020-02-06
96.726913,153.269958,17.969999,"2020-02-07",2020-02-07
97.291084,151.833832,18.15,"2020-02-10",2020-02-10
97.291084,152.115234,15.12,"2020-02-11",2020-02-11
100.189781,154.03656,15.45,"2020-02-12",2020-02-12
100.54969,151.688263,15.13,"2020-02-13",2020-02-13
100.715034,151.484497,15.45,"2020-02-14",2020-02-14
99.217064,149.58255,15,"2020-02-18",2020-02-18
99.664505,153.347595,14.96,"2020-02-19",2020-02-19
99.732597,150.349152,14.94,"2020-02-20",2020-02-20
97.514801,148.563675,14.57,"2020-02-21",2020-02-21
93.293221,138.665894,14.14,"2020-02-24",2020-02-24
90.365349,137.986633,13.46,"2020-02-25",2020-02-25
89.489891,137.355896,13.04,"2020-02-26",2020-02-26
86.134041,135.463684,12.55,"2020-02-27",2020-02-27
87.182602,135.036713,12.48,"2020-02-28",2020-02-28
90.401474,133.416199,12.49,"2020-03-02",2020-03-02
88.694489,134.658279,12.2,"2020-03-03",2020-03-03
91.484177,138.326263,12.39,"2020-03-04",2020-03-04
88.353111,134.143982,11.73,"2020-03-05",2020-03-05
86.187668,132.212936,11.14,"2020-03-06",2020-03-06
82.042168,123.702789,9.91,"2020-03-09",2020-03-09
86.129158,125.701736,10.29,"2020-03-10",2020-03-10
81.934868,108.642647,9.99,"2020-03-11",2020-03-11
72.375801,93.10701,8.75,"2020-03-12",2020-03-12
73.721863,94.417023,9.48,"2020-03-13",2020-03-13
65.147972,91.622353,8.33,"2020-03-16",2020-03-16
68.122986,92.379234,8.96,"2020-03-17",2020-03-17
66.367226,87.420647,7.39,"2020-03-18",2020-03-18
68.610695,91.612648,8.01,"2020-03-19",2020-03-19
65.79174,94.106499,7.23,"2020-03-20",2020-03-20
61.256058,93.863907,7.14,"2020-03-23",2020-03-23
70.551773,102.422577,8.01,"2020-03-24",2020-03-24
77.067558,111.107384,8.24,"2020-03-25",2020-03-25
82.227493,115.677826,8.76,"2020-03-26",2020-03-26
81.1838,111.330574,8.32,"2020-03-27",2020-03-27
83.280937,111.611969,8.41,"2020-03-30",2020-03-30
80.705833,108.167168,8.06,"2020-03-31",2020-03-31
77.282143,104.586494,7.45,"2020-04-01",2020-04-01
78.169754,102.665169,6.89,"2020-04-02",2020-04-02
76.921211,98.832199,7.48,"2020-04-03",2020-04-03
82.54937,105.867378,8,"2020-04-06",2020-04-06
82.090927,109.312202,8.39,"2020-04-07",2020-04-07
83.202919,114.358124,8.64,"2020-04-08",2020-04-08
84.656273,120.549088,9.35,"2020-04-09",2020-04-09
82.383553,117.987305,8.73,"2020-04-13",2020-04-13
85.319557,120.966347,8.97,"2020-04-14",2020-04-14
82.949295,113.775902,8.65,"2020-04-15",2020-04-15
84.178322,111.757523,8.36,"2020-04-16",2020-04-16
87.699577,116.44442,8.89,"2020-04-17",2020-04-17
85.738968,115.891304,8.64,"2020-04-20",2020-04-20
83.105362,111.922493,8.52,"2020-04-21",2020-04-21
86.587608,109.118126,8.56,"2020-04-22",2020-04-22
85.202499,107.71109,8.74,"2020-04-23",2020-04-23
86.197426,108.749382,8.97,"2020-04-24",2020-04-24
87.172844,108.778488,9.35,"2020-04-27",2020-04-27
86.616875,107.468498,9.64,"2020-04-28",2020-04-28
85.904785,112.417381,9.79,"2020-04-29",2020-04-29
85.036674,110.816269,9.27,"2020-04-30",2020-04-30
83.437004,108.827011,8.76,"2020-05-01",2020-05-01
83.641838,105.091087,8.71,"2020-05-04",2020-05-04
85.05619,104.508865,8.46,"2020-05-05",2020-05-05
86.265709,104.062492,8.23,"2020-05-06",2020-05-06
86.382759,110.010872,8.61,"2020-05-07",2020-05-07
88.236053,109.166649,8.94,"2020-05-08",2020-05-08
88.694489,107.798424,8,"2020-05-11",2020-05-11
86.090126,105.547157,7.68,"2020-05-12",2020-05-12
83.905197,103.344421,6.93,"2020-05-13",2020-05-13
84.422188,103.286201,6.91,"2020-05-14",2020-05-14
84.851357,105.59568,6.91,"2020-05-15",2020-05-15
88.801788,114.464867,7.3,"2020-05-18",2020-05-18
89.260239,114.0476,7.08,"2020-05-19",2020-05-19
90.664841,116.813156,7.47,"2020-05-20",2020-05-20
91.942642,115.134422,7.7,"2020-05-21",2020-05-21
91.445168,115.668121,7.38,"2020-05-22",2020-05-22
94.244614,121.179825,7.86,"2020-05-26",2020-05-26
97.414703,125.449455,8.51,"2020-05-27",2020-05-27
96.039375,127.128181,8.12,"2020-05-28",2020-05-28
96.396286,129.233887,7.86,"2020-05-29",2020-05-29
97.335014,132.639908,8.26,"2020-06-01",2020-06-01
98.508438,131.232864,8.41,"2020-06-02",2020-06-02
101.803787,137.792557,9.19,"2020-06-03",2020-06-03
99.036469,140.22818,9.3,"2020-06-04",2020-06-04
100.434807,144.759811,9.84,"2020-06-05",2020-06-05
101.979782,142.460037,10.22,"2020-06-08",2020-06-08
100.35656,138.685303,9.71,"2020-06-09",2020-06-09
99.857872,136.831894,9.42,"2020-06-10",2020-06-10
93.061813,126.390709,8.52,"2020-06-11",2020-06-11
94.293915,127.361092,8.68,"2020-06-12",2020-06-12
95.672676,129.049545,8.8,"2020-06-15",2020-06-15
96.846092,130.747681,9.28,"2020-06-16",2020-06-16
97.012329,131.339615,8.85,"2020-06-17",2020-06-17
96.269165,130.776794,8.81,"2020-06-18",2020-06-18
93.658287,128.079163,8.6,"2020-06-19",2020-06-19
97.305695,129.534714,8.58,"2020-06-22",2020-06-22
99.6623,132.872787,8.93,"2020-06-23",2020-06-23
97.863052,128.108276,8.58,"2020-06-24",2020-06-24
99.153809,131.708328,8.67,"2020-06-25",2020-06-25
91.595055,126.148117,8.26,"2020-06-26",2020-06-26
93.746323,126.43924,8.88,"2020-06-29",2020-06-29
95.878029,127.778343,8.84,"2020-06-30",2020-06-30
95.242424,129.146561,8.65,"2020-07-01",2020-07-01
96.249603,133.066864,8.68,"2020-07-02",2020-07-02
97.735931,136.036194,9,"2020-07-06",2020-07-06
94.919731,131.22316,8.6,"2020-07-07",2020-07-07
96.65052,130.99028,8.64,"2020-07-08",2020-07-08
94.841492,129.573517,8.29,"2020-07-09",2020-07-09
95.819351,129.73848,8.63,"2020-07-10",2020-07-10
94.32325,131.135818,8.46,"2020-07-13",2020-07-13
94.616615,130.485672,8.49,"2020-07-14",2020-07-14
96.357162,134.260406,9.18,"2020-07-15",2020-07-15
95.10553,132.397308,9.19,"2020-07-16",2020-07-16
94.147224,132.232346,9.13,"2020-07-17",2020-07-17
93.531189,134.658279,8.82,"2020-07-20",2020-07-20
96.181152,137.792557,9.44,"2020-07-21",2020-07-21
96.718964,138.500931,9.42,"2020-07-22",2020-07-22
96.12249,135.735382,9.78,"2020-07-23",2020-07-23
96.249603,135.124054,9.83,"2020-07-24",2020-07-24
95.056633,136.793076,9.95,"2020-07-27",2020-07-27
94.137459,135.463684,10.03,"2020-07-28",2020-07-28
94.821945,139.180191,10.33,"2020-07-29",2020-07-29
94.67527,135.609238,10.18,"2020-07-30",2020-07-30
95.447754,133.309464,9.49,"2020-07-31",2020-07-31
96.15181,136.104111,8.79,"2020-08-03",2020-08-03
95.173958,135.929459,8.94,"2020-08-04",2020-08-04
98.704002,138.083679,9.44,"2020-08-05",2020-08-05
98.224861,142.071899,9.04,"2020-08-06",2020-08-06
99.603622,142.498856,9.2,"2020-08-07",2020-08-07
103.074997,146.525894,9.6,"2020-08-10",2020-08-10
102.791412,148.466629,9.8,"2020-08-11",2020-08-11
102.889191,151.435959,9.77,"2020-08-12",2020-08-12
104.1604,153.58049,9.66,"2020-08-13",2020-08-13
104.072388,152.590714,9.6,"2020-08-14",2020-08-14
103.319458,154.560547,9.41,"2020-08-17",2020-08-17
104.600426,155.647369,9.23,"2020-08-18",2020-08-18
105.988976,150.329742,9.02,"2020-08-19",2020-08-19
105.617393,150.504425,8.79,"2020-08-20",2020-08-20
107.318848,148.088196,8.77,"2020-08-21",2020-08-21
109.352776,147.826187,9.19,"2020-08-24",2020-08-24
109.039856,147.835892,9.11,"2020-08-25",2020-08-25
109.059425,147.981461,8.89,"2020-08-26",2020-08-26
108.384697,146.49678,8.96,"2020-08-27",2020-08-27
110.04583,146.613235,9.14,"2020-08-28",2020-08-28
109.653816,148.350189,8.85,"2020-08-31",2020-08-31
112.544853,147.098404,9.17,"2020-09-01",2020-09-01
114.465698,153.24086,9.38,"2020-09-02",2020-09-02
110.59462,151.930862,9.38,"2020-09-03",2020-09-03
110.153618,151.7659,9.32,"2020-09-04",2020-09-04
110.467224,147.99115,9.74,"2020-09-08",2020-09-08
112.603661,152.910934,9.36,"2020-09-09",2020-09-09
112.495857,154.71582,9.48,"2020-09-10",2020-09-10
115.641693,156.530411,9.9,"2020-09-11",2020-09-11
116.896118,159.218338,10.3,"2020-09-14",2020-09-14
116.886322,160.217819,10.25,"2020-09-15",2020-09-15
116.219902,161.294922,10.7,"2020-09-16",2020-09-16
114.034477,160.838852,10.44,"2020-09-17",2020-09-17
112.368462,161.042633,10.06,"2020-09-18",2020-09-18
111.104248,155.938492,9.36,"2020-09-21",2020-09-21
114.534294,155.802628,9.53,"2020-09-22",2020-09-22
124.569641,159.548264,10,"2020-09-23",2020-09-23
122.256798,157.927734,9.67,"2020-09-24",2020-09-24
121.7472,158.665207,9.82,"2020-09-25",2020-09-25
121.835388,160.31485,10.04,"2020-09-28",2020-09-28
123.824814,160.567154,9.77,"2020-09-29",2020-09-29
123.031013,158.296494,9.84,"2020-09-30",2020-09-30
124.109032,159.198929,10.35,"2020-10-01",2020-10-01
124.109032,158.218857,10.54,"2020-10-02",2020-10-02
125.353653,157.510483,10.59,"2020-10-05",2020-10-05
125.098846,156.346039,10.2,"2020-10-06",2020-10-06
127.46067,159.247452,10.61,"2020-10-07",2020-10-07
127.117676,158.83989,10.96,"2020-10-08",2020-10-08
128.362274,162.071228,10.97,"2020-10-09",2020-10-09
126.872673,163.934341,11.06,"2020-10-12",2020-10-12
126.617867,163.099823,11.11,"2020-10-13",2020-10-13
125.108643,161.79953,10.93,"2020-10-14",2020-10-14
126.421867,157.927734,11.26,"2020-10-15",2020-10-15
125.441849,161.324036,11.3,"2020-10-16",2020-10-16
124.883247,160.499222,11.56,"2020-10-19",2020-10-19
125.922058,162.226471,11.78,"2020-10-20",2020-10-20
126.843262,158.160645,12.11,"2020-10-21",2020-10-21
127.421486,161.983887,12.43,"2020-10-22",2020-10-22
127.392097,162.701965,12.74,"2020-10-23",2020-10-23
125.804459,157.151443,12.23,"2020-10-26",2020-10-26
125.432037,155.676468,11.93,"2020-10-27",2020-10-27
119.640182,145.652557,11.66,"2020-10-28",2020-10-28
120.404572,147.486557,12.04,"2020-10-29",2020-10-29
117.680138,144.206711,12.23,"2020-10-30",2020-10-30
119.94397,146.525894,12.78,"2020-11-02",2020-11-02
122.099991,153.007965,13.01,"2020-11-03",2020-11-03
124.795036,152.464569,12.77,"2020-11-04",2020-11-04
127.107864,158.238266,13.18,"2020-11-05",2020-11-05
126.323868,160.508926,13.03,"2020-11-06",2020-11-06
126.372864,170.173813,13.52,"2020-11-09",2020-11-09
125.157646,161.945068,13.27,"2020-11-10",2020-11-10
125.108643,160.567154,12.82,"2020-11-11",2020-11-11
124.109032,156.006424,12.61,"2020-11-12",2020-11-12
125.716255,155.909378,13.15,"2020-11-13",2020-11-13
127.509674,158.015076,13.86,"2020-11-16",2020-11-16
129.567719,160.528336,14.17,"2020-11-17",2020-11-17
128.999298,162.304108,14.37,"2020-11-18",2020-11-18
129.273697,163.594696,14.69,"2020-11-19",2020-11-19
130.322311,162.04213,14.64,"2020-11-20",2020-11-20
131.449341,162.071228,14.5,"2020-11-23",2020-11-23
132.00795,161.518112,14.93,"2020-11-24",2020-11-24
132.831146,158.694321,14.82,"2020-11-25",2020-11-25
131.56694,157.869522,14.71,"2020-11-27",2020-11-27
132.00795,155.356262,14.55,"2020-11-30",2020-11-30
132.733154,160.09166,14.69,"2020-12-01",2020-12-01
132.870346,157.966537,14.51,"2020-12-02",2020-12-02
134.222794,162.04213,14.97,"2020-12-03",2020-12-03
134.718674,162.401154,14.83,"2020-12-04",2020-12-04
136.250595,164.652405,15,"2020-12-07",2020-12-07
136.613937,165.059967,15.21,"2020-12-08",2020-12-08
136.289871,166.311752,15.39,"2020-12-09",2020-12-09
135.101669,169.649826,15.39,"2020-12-10",2020-12-10
134.934723,167.350037,15.1,"2020-12-11",2020-12-11
133.825073,169.232559,14.97,"2020-12-14",2020-12-14
136.879028,171.813736,15.45,"2020-12-15",2020-12-15
135.847961,171.774918,15.29,"2020-12-16",2020-12-16
137.969055,175.685516,15.23,"2020-12-17",2020-12-17
134.807083,173.172256,15.1,"2020-12-18",2020-12-18
141.425659,172.347443,15.09,"2020-12-21",2020-12-21
139.883926,173.337234,14.68,"2020-12-22",2020-12-22
139.20636,173.967957,15.09,"2020-12-23",2020-12-23
139.04924,175.074188,15.05,"2020-12-24",2020-12-24
139.864273,177.160492,14.96,"2020-12-28",2020-12-28
139.019791,177.907654,14.65,"2020-12-29",2020-12-29
139.029587,178.062927,15.08,"2020-12-30",2020-12-30
138.921585,177.568039,14.88,"2020-12-31",2020-12-31
137.576279,175.481735,15.06,"2021-01-04",2021-01-04
138.685913,173.424545,15.45,"2021-01-05",2021-01-05
139.785767,174.375519,15.51,"2021-01-06",2021-01-06
142.338898,172.939377,15.59,"2021-01-07",2021-01-07
143.713684,175.704926,15.25,"2021-01-08",2021-01-08
144.401062,172.580338,15.52,"2021-01-11",2021-01-11
142.437119,170.717209,16.33,"2021-01-12",2021-01-12
140.463303,172.250397,15.91,"2021-01-13",2021-01-13
138.754639,170.561966,15.95,"2021-01-14",2021-01-14
138.185089,164.836761,15.59,"2021-01-15",2021-01-15
136.76123,169.135513,15.56,"2021-01-19",2021-01-19
140.227631,168.349533,15.97,"2021-01-20",2021-01-20
139.059052,169.019073,16.110001,"2021-01-21",2021-01-21
136.839798,164.671814,15.89,"2021-01-22",2021-01-22
135.072189,159.722946,15.94,"2021-01-25",2021-01-25
132.666336,163.905228,15.87,"2021-01-26",2021-01-26
128.659836,158.199448,14.77,"2021-01-27",2021-01-27
132.293182,156.21991,15.17,"2021-01-28",2021-01-28
131.183517,155.103958,14.97,"2021-01-29",2021-01-29
133.265335,159.266861,15.41,"2021-02-01",2021-02-01
137.075455,163.255081,16,"2021-02-02",2021-02-02
136.132767,162.051819,16.790001,"2021-02-03",2021-02-03
138.09671,159.965515,17.360001,"2021-02-04",2021-02-04
142.496002,163.555893,17.74,"2021-02-05",2021-02-05
140.82666,164.565079,17.700001,"2021-02-08",2021-02-08
139.235809,167.835236,17.540001,"2021-02-09",2021-02-09
139.893753,164.720337,18.76,"2021-02-10",2021-02-10
140.954285,172.910263,19.209999,"2021-02-11",2021-02-11
139.559875,171.833145,18.84,"2021-02-12",2021-02-12
139.157257,173.870911,18.620001,"2021-02-16",2021-02-16
141.396194,171.27034,18.67,"2021-02-17",2021-02-17
142.476364,169.795364,18.51,"2021-02-18",2021-02-18
139.46167,172.7453,18.959999,"2021-02-19",2021-02-19
134.208054,172.18248,18.540001,"2021-02-22",2021-02-22
133.67778,171.823456,18.299999,"2021-02-23",2021-02-23
133.206421,170.998627,18.299999,"2021-02-24",2021-02-24
133.098404,172.260117,18.1,"2021-02-25",2021-02-25
132.621185,170.435806,18.200001,"2021-02-26",2021-02-26
135.445221,172.30864,18.950001,"2021-03-01",2021-03-01
134.825302,171.076248,19.02,"2021-03-02",2021-03-02
132.109497,169.310181,19.27,"2021-03-03",2021-03-03
129.925064,162.158554,18.969999,"2021-03-04",2021-03-04
131.214081,158.636124,18.74,"2021-03-05",2021-03-05
132.404694,161.062042,19.110001,"2021-03-08",2021-03-08
133.77243,158.568192,18.709999,"2021-03-09",2021-03-09
135.386169,168.029312,18.860001,"2021-03-10",2021-03-10
138.928497,174.637512,19.040001,"2021-03-11",2021-03-11
138.200363,174.773376,19.450001,"2021-03-12",2021-03-12
142.618439,169.591599,20.190001,"2021-03-15",2021-03-15
142.333084,166.554321,19.5,"2021-03-16",2021-03-16
142.500366,166.990997,19.25,"2021-03-17",2021-03-17
140.876801,165.457809,19.42,"2021-03-18",2021-03-18
135.287766,163.177444,19.25,"2021-03-19",2021-03-19
136.055298,161.663681,19.43,"2021-03-22",2021-03-22
134.923691,161.945068,18.58,"2021-03-23",2021-03-23
131.02713,159.460922,18.139999,"2021-03-24",2021-03-24
126.579521,151.096344,18.32,"2021-03-25",2021-03-25
130.859848,151.445679,18.309999,"2021-03-26",2021-03-26
131.351837,151.668869,17.65,"2021-03-29",2021-03-29
130.82048,150.717911,17.9,"2021-03-30",2021-03-30
130.761459,152.357803,18.459999,"2021-03-31",2021-03-31
130.407227,156.443085,18.27,"2021-04-01",2021-04-01
132.955719,159.412415,18.879999,"2021-04-05",2021-04-05
134.963058,158.063599,19.1,"2021-04-06",2021-04-06
134.352982,156.753586,18.82,"2021-04-07",2021-04-07
131.538773,159.849075,18.98,"2021-04-08",2021-04-08
133.280426,161.886856,19.18,"2021-04-09",2021-04-09
134.45137,163.720856,19.190001,"2021-04-12",2021-04-12
131.401016,163.274475,18.559999,"2021-04-13",2021-04-13
130.141541,161.081436,18.43,"2021-04-14",2021-04-14
131.528961,161.712173,18.309999,"2021-04-15",2021-04-15
132.158676,161.954773,18.42,"2021-04-16",2021-04-16
130.446579,162.003296,18.07,"2021-04-19",2021-04-19
125.074036,158.083008,17.790001,"2021-04-20",2021-04-20
127.819328,159.490036,18.73,"2021-04-21",2021-04-21
127.11087,157.248489,19.02,"2021-04-22",2021-04-22
128.104706,156.578934,19.26,"2021-04-23",2021-04-23
129.492111,155.327164,19.52,"2021-04-26",2021-04-26
129.993958,154.657593,19.91,"2021-04-27",2021-04-27
128.616394,152.862411,19.77,"2021-04-28",2021-04-28
131.125488,153.861877,20.09,"2021-04-29",2021-04-29
130.495789,150.203583,19.91,"2021-04-30",2021-04-30
130.8992,153.221436,19.879999,"2021-05-03",2021-05-03
129.442932,148.8936,19.719999,"2021-05-04",2021-05-04
130.092361,152.22197,21.129999,"2021-05-05",2021-05-05
131.351837,153.182632,20.440001,"2021-05-06",2021-05-06
135.602661,164.807663,20.24,"2021-05-07",2021-05-07
134.215225,167.932266,19.27,"2021-05-10",2021-05-10
134.923691,168.854111,19.190001,"2021-05-11",2021-05-11
131.253418,168.601822,18.35,"2021-05-12",2021-05-12
131.469925,170.234161,18.379999,"2021-05-13",2021-05-13
133.752747,172.792969,19.01,"2021-05-14",2021-05-14
134.225082,177.979202,19.360001,"2021-05-17",2021-05-17
133.388672,175.587067,18.98,"2021-05-18",2021-05-18
130.830338,176.185104,18.469999,"2021-05-19",2021-05-19
131.135361,179.047821,18.26,"2021-05-20",2021-05-20
130.535141,179.832123,18.110001,"2021-05-21",2021-05-21
131.912689,183.018372,17.91,"2021-05-24",2021-05-24
132.168533,180.390945,17.940001,"2021-05-25",2021-05-25
134.697388,178.038025,18.32,"2021-05-26",2021-05-26
134.372665,178.685074,19.23,"2021-05-27",2021-05-27
134.545197,179.7733,19.059999,"2021-05-28",2021-05-28
132.622559,179.096832,19.629999,"2021-06-01",2021-06-01
132.287338,178.606644,19.549999,"2021-06-02",2021-06-02
132.287338,178.42038,19.059999,"2021-06-03",2021-06-03
131.863358,177.596848,19.02,"2021-06-04",2021-06-04
132.070435,177.881165,19.25,"2021-06-07",2021-06-07
131.478851,176.881165,19.309999,"2021-06-08",2021-06-08
129.990021,175.420395,18.620001,"2021-06-09",2021-06-09
129.142105,175.489029,18.24,"2021-06-10",2021-06-10
130.088623,175.734116,18.469999,"2021-06-11",2021-06-11
129.516785,175.165497,17.940001,"2021-06-14",2021-06-14
128.461777,174.479233,17.93,"2021-06-15",2021-06-15
128.570236,172.92041,18.01,"2021-06-16",2021-06-16
127.111008,170.743958,17.58,"2021-06-17",2021-06-17
126.608162,167.871429,17.32,"2021-06-18",2021-06-18
128.25473,170.440048,17.709999,"2021-06-21",2021-06-21
130.621048,170.812576,17.82,"2021-06-22",2021-06-22
131.232361,170.694931,18.389999,"2021-06-23",2021-06-23
131.725342,171.851791,18.629999,"2021-06-24",2021-06-24
152.184189,181.390945,19.1,"2021-06-25",2021-06-25
150.222092,181.341919,18.530001,"2021-06-28",2021-06-28
153.761719,185.734055,18.540001,"2021-06-29",2021-06-29
152.322205,183.116425,18.57,"2021-06-30",2021-06-30
155.782959,183.087006,18.799999,"2021-07-01",2021-07-01
157.49855,184.008575,18.73,"2021-07-02",2021-07-02
157.863373,181.537994,18.59,"2021-07-06",2021-07-06
157.912659,184.616409,18.309999,"2021-07-07",2021-07-07
158.376068,183.841919,18.08,"2021-07-08",2021-07-08
158.74086,185.577179,18.82,"2021-07-09",2021-07-09
159.549362,187.018356,18.76,"2021-07-12",2021-07-12
159.322586,185.77327,18.290001,"2021-07-13",2021-07-13
159.27327,187.194824,18.129999,"2021-07-14",2021-07-14
159.421173,182.910553,17.780001,"2021-07-15",2021-07-15
157.606995,179.802719,17.049999,"2021-07-16",2021-07-16
155.65477,177.087051,16.73,"2021-07-19",2021-07-19
157.49855,177.7341,17.35,"2021-07-20",2021-07-20
158.819748,179.430176,17.73,"2021-07-21",2021-07-21
161.383255,179.420364,17.48,"2021-07-22",2021-07-22
164.02565,183.341904,17.639999,"2021-07-23",2021-07-23
162.773468,180.881149,17.809999,"2021-07-26",2021-07-26
162.260773,179.920364,17.559999,"2021-07-27",2021-07-27
163.13829,179.528214,17.450001,"2021-07-28",2021-07-28
164.646805,179.763504,17.459999,"2021-07-29",2021-07-29
165.159515,178.479202,17.52,"2021-07-30",2021-07-30
166.382111,184.46936,18.1,"2021-08-02",2021-08-02
168.827316,189.224213,19.219999,"2021-08-03",2021-08-03
169.497787,194.783005,20.51,"2021-08-04",2021-08-04
171.410553,184.802689,21.23,"2021-08-05",2021-08-05
170.375275,180.390945,21.15,"2021-08-06",2021-08-06
169.359741,180.410568,21.309999,"2021-08-09",2021-08-09
169.852722,177.939987,21.75,"2021-08-10",2021-08-10
168.86676,177.204697,21.9,"2021-08-11",2021-08-11
168.24559,180.910553,21.9,"2021-08-12",2021-08-12
169.280884,184.694839,21.57,"2021-08-13",2021-08-13
169.941452,181.69487,21.17,"2021-08-16",2021-08-16
168.26532,178.067444,19.92,"2021-08-17",2021-08-17
166.441284,175.440002,19.709999,"2021-08-18",2021-08-18
163.266434,173.84198,19.049999,"2021-08-19",2021-08-19
165.435593,173.68512,19.74,"2021-08-20",2021-08-20
167.338516,177.224304,20.08,"2021-08-23",2021-08-23
167.594864,175.792938,20.709999,"2021-08-24",2021-08-24
167.456818,177.096848,20.82,"2021-08-25",2021-08-25
164.577774,175.312561,20.32,"2021-08-26",2021-08-26
165.501205,176.145874,20.809999,"2021-08-27",2021-08-27
165.945602,174.822372,20.84,"2021-08-30",2021-08-30
162.696426,174.018448,20.059999,"2021-08-31",2021-08-31
162.518661,175.018448,20.25,"2021-09-01",2021-09-01
161.639694,175.606659,20.200001,"2021-09-02",2021-09-02
161.26442,173.743942,20.280001,"2021-09-03",2021-09-03
160.622467,173.783142,19.860001,"2021-09-07",2021-09-07
158.716431,172.449814,19.5,"2021-09-08",2021-09-08
161.313782,172.753754,20,"2021-09-09",2021-09-09
161.560684,172.773346,19.610001,"2021-09-10",2021-09-10
157.541168,172.675323,19.040001,"2021-09-13",2021-09-13
156.790604,169.743958,18.75,"2021-09-14",2021-09-14
155.951157,165.440063,18.82,"2021-09-15",2021-09-15
155.645004,165.116547,18.790001,"2021-09-16",2021-09-16
154.47963,162.7146,18.42,"2021-09-17",2021-09-17
152.336533,161.469513,18.01,"2021-09-20",2021-09-20
153.097,162.400864,18.040001,"2021-09-21",2021-09-21
155.486969,163.391068,18.280001,"2021-09-22",2021-09-22
157.600433,166.763596,18.709999,"2021-09-23",2021-09-23
147.734344,161.606766,18.68,"2021-09-24",2021-09-24
146.203583,159.479324,18.58,"2021-09-27",2021-09-27
143.497574,153.234268,18.370001,"2021-09-28",2021-09-28
144.208649,154.018585,18.1,"2021-09-29",2021-09-29
143.428436,155.01857,17.52,"2021-09-30",2021-09-30
145.235748,155.498962,18.059999,"2021-10-01",2021-10-01
145.314743,151.920563,18,"2021-10-04",2021-10-04
147.605988,149.802917,18.27,"2021-10-05",2021-10-05
146.954147,149.146072,17.91,"2021-10-06",2021-10-06
149.966339,150.94017,18.280001,"2021-10-07",2021-10-07
150.588501,148.655869,17.75,"2021-10-08",2021-10-08
148.415771,147.616669,17.459999,"2021-10-11",2021-10-11
151.447723,146.90097,17.73,"2021-10-12",2021-10-12
154.36113,150.106842,17.75,"2021-10-13",2021-10-13
155.19072,151.959763,17.879999,"2021-10-14",2021-10-14
156.049911,156.459732,17.790001,"2021-10-15",2021-10-15
157.452286,154.224457,17.940001,"2021-10-18",2021-10-18
155.862259,153.753876,17.85,"2021-10-19",2021-10-19
156.484451,153.655838,17.709999,"2021-10-20",2021-10-20
160.168167,157.528351,18.1,"2021-10-21",2021-10-21
161.452042,158.449921,17.92,"2021-10-22",2021-10-22
162.182892,158.420502,18.280001,"2021-10-25",2021-10-25
161.758209,159.106766,18.559999,"2021-10-26",2021-10-26
160.33609,158.802856,18.639999,"2021-10-27",2021-10-27
162.419907,162.420486,18.870001,"2021-10-28",2021-10-28
165.214783,160.498932,18.879999,"2021-10-29",2021-10-29
164.266708,162.361664,19.030001,"2021-11-01",2021-11-01
165.748108,162.136169,21.68,"2021-11-02",2021-11-02
170.360153,166.743988,22.5,"2021-11-03",2021-11-03
173.263687,166.420456,22.110001,"2021-11-04",2021-11-04
175.308029,168.940048,21.34,"2021-11-05",2021-11-05
169.718231,166.998886,21.120001,"2021-11-08",2021-11-08
171.663803,168.312592,21.129999,"2021-11-09",2021-11-09
166.17276,158.881287,21.120001,"2021-11-10",2021-11-10
164.898758,158.37149,21.139999,"2021-11-11",2021-11-11
166.992447,157.891098,21.290001,"2021-11-12",2021-11-12
166.755432,157.6362,21.870001,"2021-11-15",2021-11-15
169.698486,158.646011,22.440001,"2021-11-16",2021-11-16
