"NKE","ADDYY","UA","Dates","date"
62.074467,104.030609,12.05,"2018-02-06",2018-02-06
62.464706,105.446503,12.15,"2018-02-07",2018-02-07
59.476135,102.982849,11.95,"2018-02-08",2018-02-08
62.331444,102.954529,12.46,"2018-02-09",2018-02-09
62.797813,103.690796,13.18,"2018-02-12",2018-02-12
62.693127,103.218826,15.29,"2018-02-13",2018-02-13
64.682335,104.596962,16.139999,"2018-02-14",2018-02-14
64.996399,105.068932,16.540001,"2018-02-15",2018-02-15
65.005936,105.776878,15.78,"2018-02-16",2018-02-16
64.234978,106.116692,15.41,"2018-02-20",2018-02-20
63.816219,104.153313,15.32,"2018-02-21",2018-02-21
63.892353,104.729118,14.97,"2018-02-22",2018-02-22
64.872665,105.927917,15.3,"2018-02-23",2018-02-23
66.290825,105.993988,15.42,"2018-02-26",2018-02-26
64.748924,104.719681,15.09,"2018-02-27",2018-02-27
63.797192,104.606407,15.05,"2018-02-28",2018-02-28
63.121418,101.198814,14.39,"2018-03-01",2018-03-01
62.901863,101.321518,15.23,"2018-03-02",2018-03-02
62.099953,102.595833,15.56,"2018-03-05",2018-03-05
62.281338,102.378731,15.73,"2018-03-06",2018-03-06
61.259865,102.614716,15.5,"2018-03-07",2018-03-07
62.157234,101.831245,15.29,"2018-03-08",2018-03-08
63.293259,100.783485,15.18,"2018-03-09",2018-03-09
63.789661,99.820679,15.24,"2018-03-12",2018-03-12
63.169155,100.774055,14.58,"2018-03-13",2018-03-13
63.197788,110.251114,14.02,"2018-03-14",2018-03-14
63.379181,112.148407,13.83,"2018-03-15",2018-03-15
62.920956,112.941315,14.08,"2018-03-16",2018-03-16
62.730019,112.299438,14.07,"2018-03-19",2018-03-19
63.770596,112.894112,14.01,"2018-03-20",2018-03-20
63.341,114.668709,14.07,"2018-03-21",2018-03-21
61.498528,113.951324,13.71,"2018-03-22",2018-03-22
61.698994,113.177292,13.72,"2018-03-23",2018-03-23
62.911411,114.942451,14.46,"2018-03-26",2018-03-26
63.169155,112.582619,14.32,"2018-03-27",2018-03-27
62.47226,112.327766,14.19,"2018-03-28",2018-03-28
63.42691,114.942451,14.35,"2018-03-29",2018-03-29
61.212124,113.828613,13.99,"2018-04-02",2018-04-02
63.675125,113.771973,14.73,"2018-04-03",2018-04-03
65.317093,116.05629,15.64,"2018-04-04",2018-04-04
66.434052,118.010223,15.19,"2018-04-05",2018-04-05
64.486565,117.689285,14.75,"2018-04-06",2018-04-06
64.133362,117.793121,14.4,"2018-04-09",2018-04-09
63.961521,119.879204,14.58,"2018-04-10",2018-04-10
63.799221,120.30397,14.71,"2018-04-11",2018-04-11
64.696594,122.32399,14.99,"2018-04-12",2018-04-12
64.200195,122.531647,14.34,"2018-04-13",2018-04-13
64.018799,123.315109,14.35,"2018-04-16",2018-04-16
64.448402,124.551666,14.2,"2018-04-17",2018-04-17
63.197788,124.787636,14.02,"2018-04-18",2018-04-18
62.749126,122.559967,14.01,"2018-04-19",2018-04-19
63.092785,122.701569,13.99,"2018-04-20",2018-04-20
63.846954,121.625488,14.61,"2018-04-23",2018-04-23
63.932873,117.066292,14.81,"2018-04-24",2018-04-24
63.646503,116.339462,14.32,"2018-04-25",2018-04-25
64.963905,116.377228,14.69,"2018-04-26",2018-04-26
66.405434,117.321159,15.37,"2018-04-27",2018-04-27
65.288483,116.065735,15.35,"2018-04-30",2018-04-30
65.011612,115.80143,16.15,"2018-05-01",2018-05-01
65.164368,117.047417,16.370001,"2018-05-02",2018-05-02
63.866062,110.789162,15.57,"2018-05-03",2018-05-03
65.011612,108.655869,15.73,"2018-05-04",2018-05-04
66.195396,109.571487,16.25,"2018-05-07",2018-05-07
65.355301,108.967369,16.51,"2018-05-08",2018-05-08
64.868416,107.409882,16.51,"2018-05-09",2018-05-09
64.839798,109.377594,16.639999,"2018-05-10",2018-05-10
65.326668,108.32431,16.9,"2018-05-11",2018-05-11
65.718071,108.171112,16.66,"2018-05-14",2018-05-14
66.348137,107.041237,17.129999,"2018-05-15",2018-05-15
68.104691,109.818047,18.309999,"2018-05-16",2018-05-16
67.722839,110.22979,17.84,"2018-05-17",2018-05-17
68.085594,109.952103,18,"2018-05-18",2018-05-18
68.142899,110.938354,17.969999,"2018-05-21",2018-05-21
68.076065,110.153183,17.809999,"2018-05-22",2018-05-22
68.104691,109.071182,17.889999,"2018-05-23",2018-05-23
68.906601,109.157356,18.389999,"2018-05-24",2018-05-24
68.973442,107.835983,18.879999,"2018-05-25",2018-05-25
67.703735,106.007111,18.57,"2018-05-29",2018-05-29
68.954338,110.134033,19.200001,"2018-05-30",2018-05-30
68.543831,108.956276,18.92,"2018-05-31",2018-05-31
69.654305,108.286011,19.33,"2018-06-01",2018-06-01
70.678665,109.406319,20.469999,"2018-06-04",2018-06-04
70.889259,110.287231,21.299999,"2018-06-05",2018-06-05
71.559395,115.409966,22.1,"2018-06-06",2018-06-06
71.568962,111.378807,21.65,"2018-06-07",2018-06-07
71.702972,112.575706,22.4,"2018-06-08",2018-06-08
71.406197,112.202278,22.17,"2018-06-11",2018-06-11
71.119026,110.651085,22.129999,"2018-06-12",2018-06-12
70.946701,109.92337,21.77,"2018-06-13",2018-06-13
71.511505,111.043678,21.73,"2018-06-14",2018-06-14
72.602844,111.847992,21.469999,"2018-06-15",2018-06-15
72.382668,108.697746,21.559999,"2018-06-18",2018-06-18
71.090286,105.604958,20.860001,"2018-06-19",2018-06-19
71.530678,105.011292,21.360001,"2018-06-20",2018-06-20
70.783943,105.432602,21.08,"2018-06-21",2018-06-21
70.295708,106.667809,20.790001,"2018-06-22",2018-06-22
69.261818,104.886818,20.76,"2018-06-25",2018-06-25
69.46286,104.905968,21.08,"2018-06-26",2018-06-26
68.30452,103.689911,21.219999,"2018-06-27",2018-06-27
68.639565,102.301506,21.84,"2018-06-28",2018-06-28
76.278946,104.369759,21.08,"2018-06-29",2018-06-29
75.005722,102.866447,21.15,"2018-07-02",2018-07-02
73.024063,103.297333,21.1,"2018-07-03",2018-07-03
73.282539,102.014259,20.75,"2018-07-05",2018-07-05
73.215523,102.167458,20.870001,"2018-07-06",2018-07-06
73.981377,102.540886,20.799999,"2018-07-09",2018-07-09
74.25901,104.005905,21.15,"2018-07-10",2018-07-10
74.057983,102.311089,20.84,"2018-07-11",2018-07-11
74.067566,103.814392,20.5,"2018-07-12",2018-07-12
74.07711,105.375153,20.23,"2018-07-13",2018-07-13
74.431335,105.901787,20.110001,"2018-07-16",2018-07-16
74.163292,104.053772,20.01,"2018-07-17",2018-07-17
73.320847,105.585808,20.02,"2018-07-18",2018-07-18
73.665482,105.423027,20.190001,"2018-07-19",2018-07-19
73.675041,106.351822,20.02,"2018-07-20",2018-07-20
73.320847,106.552902,19.83,"2018-07-23",2018-07-23
72.306107,106.457146,19.24,"2018-07-24",2018-07-24
73.866531,107.2519,19.74,"2018-07-25",2018-07-25
74.814255,104.695313,20.549999,"2018-07-26",2018-07-26
73.608032,105.308128,19.280001,"2018-07-27",2018-07-27
72.717735,105.920937,18.68,"2018-07-30",2018-07-30
73.62719,105.920937,18.74,"2018-07-31",2018-07-31
74.230293,105.154922,17.77,"2018-08-01",2018-08-01
75.292915,103.172852,18.17,"2018-08-02",2018-08-02
75.379059,105.231529,18.379999,"2018-08-03",2018-08-03
76.116211,104.159096,18.370001,"2018-08-06",2018-08-06
77.092651,105.221947,18.49,"2018-08-07",2018-08-07
77.063942,105.930511,18.76,"2018-08-08",2018-08-08
77.791512,114.797157,19.15,"2018-08-09",2018-08-09
77.284142,112.173546,19.139999,"2018-08-10",2018-08-10
76.728889,113.715157,19.209999,"2018-08-13",2018-08-13
76.719315,113.964111,19.790001,"2018-08-14",2018-08-14
76.173653,111.991615,19.02,"2018-08-15",2018-08-15
76.633163,113.561958,19.219999,"2018-08-16",2018-08-16
76.345955,113.542809,18.92,"2018-08-17",2018-08-17
78.672241,114.883339,19.450001,"2018-08-20",2018-08-20
79.40937,116.511116,19.860001,"2018-08-21",2018-08-21
79.112602,116.961151,19.82,"2018-08-22",2018-08-22
79.371086,117.133507,19.940001,"2018-08-23",2018-08-23
78.93071,119.211327,19.709999,"2018-08-24",2018-08-24
79.122192,120.561432,19.030001,"2018-08-27",2018-08-27
79.055168,121.030617,19.290001,"2018-08-28",2018-08-28
79.256203,120.216728,19.299999,"2018-08-29",2018-08-29
77.925537,119.680511,19.040001,"2018-08-30",2018-08-30
78.885208,118.991096,18.969999,"2018-08-31",2018-08-31
76.39006,116.788803,19.309999,"2018-09-04",2018-09-04
76.697159,115.448273,19.190001,"2018-09-05",2018-09-05
77.157791,114.75885,19.18,"2018-09-06",2018-09-06
77.061836,114.51947,18.42,"2018-09-07",2018-09-07
78.78923,115.381241,18.719999,"2018-09-10",2018-09-10
79.297852,115.304642,18.76,"2018-09-11",2018-09-11
79.652954,116.951576,18.639999,"2018-09-12",2018-09-12
80.103989,117.650574,18.35,"2018-09-13",2018-09-13
80.123184,117.114357,17.74,"2018-09-14",2018-09-14
79.902473,116.15683,17.67,"2018-09-17",2018-09-17
81.8218,117.487785,17.459999,"2018-09-18",2018-09-18
81.025291,116.81752,17.280001,"2018-09-19",2018-09-19
81.927376,118.445305,18.15,"2018-09-20",2018-09-20
82.100121,118.46447,18.700001,"2018-09-21",2018-09-21
80.871719,117.267555,18.84,"2018-09-24",2018-09-24
81.370766,118.665535,18.74,"2018-09-25",2018-09-25
80.324707,117.430336,19.27,"2018-09-26",2018-09-26
81.130852,117.71759,19.24,"2018-09-27",2018-09-27
81.303596,116.970734,19.459999,"2018-09-28",2018-09-28
81.05407,118.359131,19.34,"2018-10-01",2018-10-01
79.432213,117.794189,18.52,"2018-10-02",2018-10-02
79.173103,118.244232,18.85,"2018-10-03",2018-10-03
76.946655,115.342941,18.290001,"2018-10-04",2018-10-04
76.889107,114.509895,17.809999,"2018-10-05",2018-10-05
76.994659,113.820488,17.68,"2018-10-08",2018-10-08
77.176987,112.422508,17.719999,"2018-10-09",2018-10-09
71.917976,106.81144,16.809999,"2018-10-10",2018-10-10
71.50531,106.552902,16.82,"2018-10-11",2018-10-11
72.848862,106.955055,17.27,"2018-10-12",2018-10-12
71.965965,108.161537,17.309999,"2018-10-15",2018-10-15
74.355553,111.216026,17.91,"2018-10-16",2018-10-16
73.395859,111.369232,17.559999,"2018-10-17",2018-10-17
72.551361,108.573273,17.139999,"2018-10-18",2018-10-18
71.217407,111.752235,16.799999,"2018-10-19",2018-10-19
71.879585,110.306381,17.040001,"2018-10-22",2018-10-22
70.392097,109.607391,16.940001,"2018-10-23",2018-10-23
69.211693,108.621147,16.74,"2018-10-24",2018-10-24
70.152176,112.786362,17.030001,"2018-10-25",2018-10-25
69.163727,111.254333,16.549999,"2018-10-26",2018-10-26
69.27887,111.263901,16.809999,"2018-10-29",2018-10-29
71.50531,110.335106,20.969999,"2018-10-30",2018-10-30
72.013931,112.882111,19.83,"2018-10-31",2018-10-31
73.693382,111.733093,21.110001,"2018-11-01",2018-11-01
73.491829,113.207672,21.42,"2018-11-02",2018-11-02
74.403519,113.274704,21.459999,"2018-11-05",2018-11-05
73.482246,112.997017,20.91,"2018-11-06",2018-11-06
74.82579,109.645699,20.66,"2018-11-07",2018-11-07
74.643456,109.27227,20.74,"2018-11-08",2018-11-08
73.280708,111.168152,20.74,"2018-11-09",2018-11-09
72.071518,108.83181,20.82,"2018-11-12",2018-11-12
72.167488,111.32135,21.110001,"2018-11-13",2018-11-13
72.167488,111.589455,20.950001,"2018-11-14",2018-11-14
71.332565,112.163979,20.9,"2018-11-15",2018-11-15
71.726028,112.058647,20.209999,"2018-11-16",2018-11-16
69.595573,109.492485,19.42,"2018-11-19",2018-11-19
68.252022,108.343468,19.379999,"2018-11-20",2018-11-20
69.451607,111.397949,20.030001,"2018-11-21",2018-11-21
68.607109,109.92337,20.08,"2018-11-23",2018-11-23
69.777893,108.266861,20.66,"2018-11-26",2018-11-26
69.182907,107.826401,20.4,"2018-11-27",2018-11-27
71.649261,109.109482,21.57,"2018-11-28",2018-11-28
71.342163,108.056213,21.75,"2018-11-29",2018-11-29
72.304688,106.016693,22.33,"2018-11-30",2018-11-30
75.019012,107.472122,22.530001,"2018-12-03",2018-12-03
72.949562,105.940094,21.969999,"2018-12-04",2018-12-04
72.708946,105.892204,22.58,"2018-12-06",2018-12-06
70.5914,106.409271,22.07,"2018-12-07",2018-12-07
69.792511,105.34642,21.01,"2018-12-10",2018-12-10
70.812798,107.108261,20.870001,"2018-12-11",2018-12-11
71.534683,108.305168,19.01,"2018-12-12",2018-12-12
70.196785,108.678596,17.809999,"2018-12-13",2018-12-13
69.811768,105.087891,17.73,"2018-12-14",2018-12-14
67.280319,100.826935,17.02,"2018-12-17",2018-12-17
68.483482,101.229095,17.4,"2018-12-18",2018-12-18
66.385178,100.932259,16.639999,"2018-12-19",2018-12-19
64.999146,100.118355,16.08,"2018-12-20",2018-12-20
69.657745,99.333191,15.41,"2018-12-21",2018-12-21
65.547768,99.572571,15.19,"2018-12-24",2018-12-24
70.273766,100.357735,16.23,"2018-12-26",2018-12-26
70.909027,99.103394,16.25,"2018-12-27",2018-12-27
70.5914,99.91729,15.99,"2018-12-28",2018-12-28
71.361427,99.907707,16.17,"2018-12-31",2018-12-31
71.284424,100.434341,16.450001,"2019-01-02",2019-01-02
70.023521,100.089638,15.96,"2019-01-03",2019-01-03
71.85231,104.159096,16.6,"2019-01-04",2019-01-04
72.88221,104.465508,17.110001,"2019-01-07",2019-01-07
73.854355,106.591194,17.24,"2019-01-08",2019-01-08
73.719612,107.338074,17.620001,"2019-01-09",2019-01-09
73.555954,107.855125,17.549999,"2019-01-10",2019-01-10
73.190201,108.104088,17.860001,"2019-01-11",2019-01-11
73.238327,108.515823,17.879999,"2019-01-14",2019-01-14
74.96125,109.052032,17.92,"2019-01-15",2019-01-15
74.768738,108.218987,17.77,"2019-01-16",2019-01-16
76.164398,109.46376,18.15,"2019-01-17",2019-01-17
77.434937,111.244751,18.549999,"2019-01-18",2019-01-18
77.723694,111.340508,18.59,"2019-01-22",2019-01-22
77.483055,113.006592,18.4,"2019-01-23",2019-01-23
77.425308,109.473335,18.860001,"2019-01-24",2019-01-24
77.588943,111.455406,19.49,"2019-01-25",2019-01-25
77.309814,111.369232,19.370001,"2019-01-28",2019-01-28
77.213547,111.646912,18.93,"2019-01-29",2019-01-29
78.233833,113.437477,19.01,"2019-01-30",2019-01-30
78.81134,113.964111,18.940001,"2019-01-31",2019-01-31
78.455215,109.444618,18.860001,"2019-02-01",2019-02-01
78.917221,107.893433,18.93,"2019-02-04",2019-02-04
79.754616,110.756416,19.1,"2019-02-05",2019-02-05
79.610237,109.894646,18.93,"2019-02-06",2019-02-06
79.302231,108.678596,18.629999,"2019-02-07",2019-02-07
79.273369,108.065781,19.040001,"2019-02-08",2019-02-08
80.543892,107.62532,19.15,"2019-02-11",2019-02-11
81.535271,109.46376,20.01,"2019-02-12",2019-02-12
82.199432,107.529579,19.879999,"2019-02-13",2019-02-13
81.506393,106.658234,19.780001,"2019-02-14",2019-02-14
82.180161,108.008339,19.040001,"2019-02-15",2019-02-15
81.400528,109.683998,19.389999,"2019-02-19",2019-02-19
81.6604,110.325531,19.18,"2019-02-20",2019-02-20
80.803757,110.220207,19.41,"2019-02-21",2019-02-21
81.583397,110.976646,19.66,"2019-02-22",2019-02-22
81.978035,114.337547,19.629999,"2019-02-25",2019-02-25
82.584427,116.961151,19.370001,"2019-02-26",2019-02-26
82.940567,116.166412,20.08,"2019-02-27",2019-02-27
82.517067,116.243011,20.08,"2019-02-28",2019-02-28
84.109314,117.93782,20.41,"2019-03-01",2019-03-01
82.642494,117.047325,19.85,"2019-03-04",2019-03-04
82.449509,117.31543,19.83,"2019-03-05",2019-03-05
82.150345,117.918678,19.43,"2019-03-06",2019-03-06
82.275803,115.534454,19.360001,"2019-03-07",2019-03-07
81.831917,113.638557,19.110001,"2019-03-08",2019-03-08
82.816193,114.797157,19.690001,"2019-03-11",2019-03-11
82.439865,114.270523,19.690001,"2019-03-12",2019-03-12
82.922356,111.081978,19.700001,"2019-03-13",2019-03-13
83.829453,115.23761,19.9,"2019-03-14",2019-03-14
83.761917,115.295067,19.799999,"2019-03-15",2019-03-15
84.746193,113.073608,19.85,"2019-03-18",2019-03-18
84.620773,114.04071,19.73,"2019-03-19",2019-03-19
83.655777,114.825874,19,"2019-03-20",2019-03-20
84.929543,113.763023,19.280001,"2019-03-21",2019-03-21
79.313271,113.523643,18.41,"2019-03-22",2019-03-22
79.448364,115.208893,18.58,"2019-03-25",2019-03-25
80.461601,115.67807,18.59,"2019-03-26",2019-03-26
80.181763,115.572746,18.719999,"2019-03-27",2019-03-27
81.098503,115.649345,18.950001,"2019-03-28",2019-03-28
81.262558,116.673889,18.870001,"2019-03-29",2019-03-29
82.246872,117.775047,18.84,"2019-04-01",2019-04-01
81.416954,119.240051,19.030001,"2019-04-02",2019-04-02
81.513466,120.322044,19.139999,"2019-04-03",2019-04-03
82.295113,121.796638,19.77,"2019-04-04",2019-04-04
82.410912,122.361565,19.639999,"2019-04-05",2019-04-05
81.764351,121.030617,19.5,"2019-04-08",2019-04-08
81.330109,121.030617,18.709999,"2019-04-09",2019-04-09
81.909096,122.361565,19.32,"2019-04-10",2019-04-10
82.024918,121.37532,19.34,"2019-04-11",2019-04-11
83.221512,121.758331,19.690001,"2019-04-12",2019-04-12
83.790863,122.763733,19.77,"2019-04-15",2019-04-15
84.726913,123.998932,19.5,"2019-04-16",2019-04-16
85.624344,124.286179,19.66,"2019-04-17",2019-04-17
86.077873,124.755363,19.74,"2019-04-18",2019-04-18
84.302307,125.387329,19.540001,"2019-04-22",2019-04-22
84.369858,124.334068,19.940001,"2019-04-23",2019-04-23
85.296249,123.127579,20.299999,"2019-04-24",2019-04-24
84.495316,122.217941,20.1,"2019-04-25",2019-04-25
85.219055,122.53392,20.4,"2019-04-26",2019-04-26
85.170807,122.217941,20.559999,"2019-04-29",2019-04-29
84.755852,123.079704,20.719999,"2019-04-30",2019-04-30
82.893394,122.016861,19.68,"2019-05-01",2019-05-01
82.285446,122.371147,20.389999,"2019-05-02",2019-05-02
82.700401,133.631592,20.24,"2019-05-03",2019-05-03
80.644943,136.437134,19.860001,"2019-05-06",2019-05-06
79.651009,133.554977,19.51,"2019-05-07",2019-05-07
79.872963,138.160645,19.799999,"2019-05-08",2019-05-08
80.075615,136.015823,19.610001,"2019-05-09",2019-05-09
81.01165,138.471817,19.23,"2019-05-10",2019-05-10
79.64135,133.571457,18.530001,"2019-05-13",2019-05-13
80.741455,136.113831,19.129999,"2019-05-14",2019-05-14
81.06955,137.821671,18.950001,"2019-05-15",2019-05-15
81.330109,135.900345,19.360001,"2019-05-16",2019-05-16
81.609955,138.374802,20.700001,"2019-05-17",2019-05-17
79.950142,136.065308,20.860001,"2019-05-20",2019-05-20
80.712502,139.626556,21.16,"2019-05-21",2019-05-21
80.28791,142.256271,21.370001,"2019-05-22",2019-05-22
79.747505,140.732788,20.85,"2019-05-23",2019-05-23
79.284302,141.25679,20.91,"2019-05-24",2019-05-24
78.357918,142.654114,20.959999,"2019-05-28",2019-05-28
76.109474,139.791519,20.32,"2019-05-29",2019-05-29
76.485809,139.917679,20.440001,"2019-05-30",2019-05-30
74.647209,138.63678,20.23,"2019-05-31",2019-05-31
75.44072,140.839523,20.719999,"2019-06-03",2019-06-03
78.98246,141.295609,21.700001,"2019-06-04",2019-06-04
80.046883,140.315536,22.6,"2019-06-05",2019-06-05
79.785629,143.149017,22.530001,"2019-06-06",2019-06-06
80.7146,145.70108,22.889999,"2019-06-07",2019-06-07
79.911415,146.195984,22.690001,"2019-06-10",2019-06-10
80.569458,142.479462,23.1,"2019-06-11",2019-06-11
79.959801,140.878326,22.92,"2019-06-12",2019-06-12
80.908142,141.955444,23.49,"2019-06-13",2019-06-13
80.743622,141.994263,23.85,"2019-06-14",2019-06-14
79.456619,143.410995,23.52,"2019-06-17",2019-06-17
81.575859,148.738327,24,"2019-06-18",2019-06-18
80.850075,146.234787,23.75,"2019-06-19",2019-06-19
82.485451,147.797073,23.49,"2019-06-20",2019-06-20
82.978973,147.981461,23.1,"2019-06-21",2019-06-21
81.769371,146.409454,22.450001,"2019-06-24",2019-06-24
79.950111,144.459,21.860001,"2019-06-25",2019-06-25
79.882393,149.504944,22.07,"2019-06-26",2019-06-26
80.956512,146.642334,22.15,"2019-06-27",2019-06-27
81.237144,149.640793,22.200001,"2019-06-28",2019-06-28
82.649956,150.446182,22.07,"2019-07-01",2019-07-01
82.2145,149.941605,22.33,"2019-07-02",2019-07-02
83.414444,152.959457,22.700001,"2019-07-03",2019-07-03
84.014397,151.416565,22.65,"2019-07-05",2019-07-05
85.620758,152.629517,23.129999,"2019-07-08",2019-07-08
85.194984,153.250549,23.209999,"2019-07-09",2019-07-09
84.614388,152.386917,23.02,"2019-07-10",2019-07-10
85.436897,152.260788,23.219999,"2019-07-11",2019-07-11
86.240074,151.086624,23.98,"2019-07-12",2019-07-12
86.588432,152.289902,24.299999,"2019-07-15",2019-07-15
85.736877,153.124405,24.26,"2019-07-16",2019-07-16
84.672432,152.755676,23.83,"2019-07-17",2019-07-17
84.614388,154.473236,23.91,"2019-07-18",2019-07-18
83.753128,152.027893,23.950001,"2019-07-19",2019-07-19
83.191879,154.550858,23.610001,"2019-07-22",2019-07-22
83.898285,154.114197,24.16,"2019-07-23",2019-07-23
83.898285,153.143829,24.23,"2019-07-24",2019-07-24
84.459541,152.969147,24.139999,"2019-07-25",2019-07-25
84.711143,156.870041,24.17,"2019-07-26",2019-07-26
84.788551,156.30722,24.389999,"2019-07-29",2019-07-29
84.382118,150.931366,21.049999,"2019-07-30",2019-07-30
83.249931,154.735229,20.34,"2019-07-31",2019-07-31
80.43396,158.587585,19.120001,"2019-08-01",2019-08-01
78.517944,151.804718,19.190001,"2019-08-02",2019-08-02
76.418083,144.885956,18.4,"2019-08-05",2019-08-05
78.672783,148.466629,18.969999,"2019-08-06",2019-08-06
78.653435,150.514114,18.84,"2019-08-07",2019-08-07
80.317848,145.177094,18.799999,"2019-08-08",2019-08-08
79.330811,141.441147,18.15,"2019-08-09",2019-08-09
79.011467,142.741455,17.700001,"2019-08-12",2019-08-12
80.627502,142.353302,17.83,"2019-08-13",2019-08-13
78.411507,137.695511,16.959999,"2019-08-14",2019-08-14
76.940613,138.733826,16.5,"2019-08-15",2019-08-15
77.685745,138.675598,16.790001,"2019-08-16",2019-08-16
78.50827,139.578049,16.85,"2019-08-19",2019-08-19
77.927666,140.664871,16.74,"2019-08-20",2019-08-20
80.066254,142.828796,16.92,"2019-08-21",2019-08-21
80.617836,141.547882,17.139999,"2019-08-22",2019-08-22
77.840576,139.267532,16.15,"2019-08-23",2019-08-23
79.592087,141.072418,16.309999,"2019-08-26",2019-08-26
79.379196,141.722565,16.120001,"2019-08-27",2019-08-27
80.782341,142.702637,16.5,"2019-08-28",2019-08-28
82.620934,143.362488,16.959999,"2019-08-29",2019-08-29
81.980614,144.051453,16.92,"2019-08-30",2019-08-30
82.145538,144.478424,16.879999,"2019-09-03",2019-09-03
83.775444,146.195984,17.24,"2019-09-04",2019-09-04
85.783745,147.001389,17.91,"2019-09-05",2019-09-05
86.045692,149.272034,17.780001,"2019-09-06",2019-09-06
86.026283,148.91301,18.32,"2019-09-09",2019-09-09
84.241142,145.080032,18.6,"2019-09-10",2019-09-10
84.163536,145.13826,19.139999,"2019-09-11",2019-09-11
85.056091,148.45694,19.23,"2019-09-12",2019-09-12
84.71653,146.85582,19.07,"2019-09-13",2019-09-13
84.66803,143.410995,19.02,"2019-09-16",2019-09-16
84.978477,145.768997,19.02,"2019-09-17",2019-09-17
85.45388,147.001389,18.889999,"2019-09-18",2019-09-18
85.085205,147.020767,18.42,"2019-09-19",2019-09-19
84.095627,146.438568,17.98,"2019-09-20",2019-09-20
85.075508,145.963074,17.99,"2019-09-23",2019-09-23
84.580711,146.195984,17.66,"2019-09-24",2019-09-24
88.102486,143.469238,17.85,"2019-09-25",2019-09-25
89.421944,148.282257,17.969999,"2019-09-26",2019-09-26
89.557747,151.270996,17.790001,"2019-09-27",2019-09-27
91.119751,151.086624,18.129999,"2019-09-30",2019-09-30
89.528656,150.116272,18.01,"2019-10-01",2019-10-01
88.762215,143.255753,17.52,"2019-10-02",2019-10-02
89.470444,144.420197,17.5,"2019-10-03",2019-10-03
90.295105,145.526413,17.59,"2019-10-04",2019-10-04
90.39212,145.390564,17.469999,"2019-10-07",2019-10-07
89.014465,143.76033,17.35,"2019-10-08",2019-10-08
89.76149,149.204117,17.75,"2019-10-09",2019-10-09
90.22718,149.039154,17.85,"2019-10-10",2019-10-10
91.080948,149.69902,18.26,"2019-10-11",2019-10-11
92.051132,150.232712,18.23,"2019-10-14",2019-10-14
91.963821,153.47374,18.459999,"2019-10-15",2019-10-15
92.051132,151.358337,18.360001,"2019-10-16",2019-10-16
92.710854,152.629517,18.459999,"2019-10-17",2019-10-17
93.234749,152.881821,17.809999,"2019-10-18",2019-10-18
93.351196,153.512543,18.17,"2019-10-21",2019-10-21
92.749672,150.717911,19.42,"2019-10-22",2019-10-22
89.567459,148.748032,19.01,"2019-10-23",2019-10-23
88.771912,147.29248,19.01,"2019-10-24",2019-10-24
88.20919,147.87471,19.059999,"2019-10-25",2019-10-25
88.141296,150.174484,19.040001,"2019-10-28",2019-10-28
86.618095,149.01004,18.719999,"2019-10-29",2019-10-29
87.500977,150.426788,18.620001,"2019-10-30",2019-10-30
86.880043,149.776642,18.5,"2019-10-31",2019-10-31
86.52108,151.921143,18.91,"2019-11-01",2019-11-01
87.180801,154.570267,15.44,"2019-11-04",2019-11-04
87.200203,150.572342,16.309999,"2019-11-05",2019-11-05
86.812134,143.944702,16.51,"2019-11-06",2019-11-06
87.704697,147.011078,16.08,"2019-11-07",2019-11-07
87.132301,146.108643,15.88,"2019-11-08",2019-11-08
87.365143,144.895691,15.96,"2019-11-11",2019-11-11
86.831535,143.789444,15.58,"2019-11-12",2019-11-12
88.568169,141.732254,15.67,"2019-11-13",2019-11-13
88.548759,141.771072,15.56,"2019-11-14",2019-11-14
90.265991,143.575974,15.97,"2019-11-15",2019-11-15
91.372002,145.749603,15.72,"2019-11-18",2019-11-18
90.818985,145.953384,15.61,"2019-11-19",2019-11-19
90.275703,146.457962,15.43,"2019-11-20",2019-11-20
89.412239,146.768494,15.24,"2019-11-21",2019-11-21
90.55703,146.225082,15.66,"2019-11-22",2019-11-22
90.130157,146.758789,15.67,"2019-11-25",2019-11-25
90.547356,148.534561,16.469999,"2019-11-26",2019-11-26
91.333183,150.873154,17.49,"2019-11-27",2019-11-27
90.93924,151.42627,17.299999,"2019-11-29",2019-11-29
91.007324,147.884415,16.870001,"2019-12-02",2019-12-02
89.937347,150.446182,16.629999,"2019-12-03",2019-12-03
91.162956,149.223526,17.01,"2019-12-04",2019-12-04
93.176491,148.8936,17.200001,"2019-12-05",2019-12-05
94.353477,149.689285,17.440001,"2019-12-06",2019-12-06
93.993576,146.96257,17.690001,"2019-12-09",2019-12-09
94.36322,147.99115,17.690001,"2019-12-10",2019-12-10
94.528572,150.562637,17.51,"2019-12-11",2019-12-11
95.053833,150.455887,17.51,"2019-12-12",2019-12-12
95.102478,150.475311,17.780001,"2019-12-13",2019-12-13
96.11409,154.482925,18.59,"2019-12-16",2019-12-16
96.931175,155.065155,18.690001,"2019-12-17",2019-12-17
97.82608,155.899673,19.030001,"2019-12-18",2019-12-18
98.390236,155.41449,19.01,"2019-12-19",2019-12-19
97.232727,156.588623,19.299999,"2019-12-20",2019-12-20
97.310547,156.355759,19.370001,"2019-12-23",2019-12-23
97.407814,156.481888,19.4,"2019-12-24",2019-12-24
